,word,obj_score,neg_score,pos_score,lstm
45,fools,0.375,0.0,0.625,0.6288386583328247
56,wondering,0.625,0.0,0.375,0.6241368651390076
61,donna,0.75,0.0,0.25,0.49621549248695374
75,oppressive,0.75,0.0,0.25,0.5320600271224976
95,frustrating,0.625,0.375,0.0,0.3248237669467926
99,understand,0.625,0.0,0.375,0.5193193554878235
16,preposterous,0.375,0.0,0.625,0.7143568992614746
1,wonder,0.625,0.0,0.375,0.4288593828678131
8,glorified,0.25,0.0,0.75,0.5593977570533752
9,tests,0.875,0.0,0.125,0.5201727747917175
12,talent,0.625,0.125,0.25,0.1791854053735733
17,inexperienced,0.75,0.0,0.25,0.6217129230499268
29,stranger,0.25,0.75,0.0,0.2607986032962799
50,unbelievably,0.5,0.5,0.0,0.7256548404693604
59,padded,0.875,0.0,0.125,0.7292378544807434
60,inconsequential,0.125,0.25,0.625,0.5274550914764404
63,cheating,0.375,0.0,0.625,0.5868167281150818
65,killer,0.625,0.375,0.0,0.4979577362537384
67,devoid,0.25,0.5,0.25,0.40334126353263855
84,frightening,0.625,0.125,0.25,0.5378472208976746
89,ineffectual,0.375,0.625,0.0,0.34193283319473267
96,misconduct,0.75,0.25,0.0,0.5093076825141907
101,banality,0.875,0.0,0.125,0.30500876903533936
111,possessing,0.5,0.0,0.5,0.5093076825141907
123,replace,0.5,0.5,0.0,0.3039698898792267
146,glassy,0.75,0.0,0.25,0.5093076825141907
147,reflections,0.875,0.0,0.125,0.5093076825141907
157,lacking,0.875,0.0,0.125,0.5093076825141907
160,dramatic,0.5,0.0,0.5,0.5011983513832092
166,reasonably,0.625,0.25,0.125,0.17555725574493408
28,succeed,0.875,0.0,0.125,0.8031172752380371
40,les,0.5,0.375,0.125,0.7435712814331055
46,ambition,0.375,0.125,0.5,0.5566742420196533
50,creatures,0.625,0.375,0.0,0.1786758005619049
57,upper,0.875,0.0,0.125,0.5168850421905518
62,awkward,0.25,0.75,0.0,0.5459644794464111
63,laughable,0.375,0.0,0.625,0.5700764656066895
2,earnest,0.625,0.0,0.375,0.44163283705711365
28,hammy,0.625,0.0,0.375,0.7653310894966125
39,ranting,0.75,0.0,0.25,0.9216514825820923
40,raving,0.875,0.0,0.125,0.6885504722595215
62,terrible,0.375,0.625,0.0,0.5745010375976562
89,craven,0.875,0.125,0.0,0.4281731843948364
102,brilliant,0.125,0.0,0.875,0.5969703793525696
105,improved,0.625,0.0,0.375,0.6927735209465027
106,cravens,0.875,0.125,0.0,0.5093076825141907
3,slapstick,0.25,0.25,0.5,0.5467919707298279
8,jack,0.75,0.125,0.125,0.3393629491329193
13,snatchers,0.875,0.0,0.125,0.5093076825141907
14,hopefully,0.5,0.0,0.5,0.48109692335128784
3,fail,0.875,0.125,0.0,0.5237937569618225
6,surplus,0.875,0.0,0.125,0.42265626788139343
22,opportunity,0.5,0.0,0.5,0.5563547015190125
35,tourist,0.75,0.25,0.0,0.8319823145866394
41,funky,0.25,0.75,0.0,0.27168571949005127
79,tourists,0.75,0.25,0.0,0.6520139575004578
82,sudden,0.5,0.5,0.0,0.5822536945343018
93,awakened,0.625,0.0,0.375,0.3069627583026886
94,wrath,0.5,0.5,0.0,0.5738838911056519
112,angriness,0.0,1.0,0.0,0.5093076825141907
125,skinniest,0.5,0.125,0.375,0.5093076825141907
139,crazy,0.5,0.5,0.0,0.4397794008255005
148,shocking,0.625,0.0,0.375,0.7824891805648804
175,stiff,0.5,0.5,0.0,0.6551053524017334
198,pointless,0.5,0.5,0.0,0.6724858283996582
203,suspect,0.75,0.0,0.25,0.6749789714813232
213,lame,0.5,0.375,0.125,0.30879437923431396
249,panicking,0.75,0.25,0.0,0.5093076825141907
254,munching,0.625,0.375,0.0,0.6310843825340271
272,collapses,0.25,0.5,0.25,0.5142666101455688
277,falling,0.875,0.0,0.125,0.17123118042945862
302,details,0.75,0.125,0.125,0.3430761992931366
359,over-the-top,0.5,0.375,0.125,0.2618878185749054
365,rip-offs,0.875,0.125,0.0,0.5532806515693665
4,scary,0.25,0.75,0.0,0.6821314096450806
5,alive,0.875,0.0,0.125,0.9619724154472351
8,adventure,0.75,0.0,0.25,0.3331592381000519
13,painless,0.75,0.25,0.0,0.3542557656764984
17,feat,0.5,0.125,0.375,0.31189724802970886
11,repulsiveness,0.0,0.5,0.5,0.5093076825141907
17,uncomfortable,0.25,0.75,0.0,0.18282940983772278
27,damage,0.875,0.125,0.0,0.5104894042015076
41,loads,0.75,0.25,0.0,0.6640645265579224
48,ailments,0.25,0.5,0.25,0.5093076825141907
54,incubus,0.875,0.0,0.125,0.5818790793418884
67,neither,0.75,0.25,0.0,0.5820430517196655
72,muddled,0.75,0.125,0.125,0.3976536989212036
73,incoherent,0.375,0.375,0.25,0.42023345828056335
88,supernatural,0.25,0.75,0.0,0.40582141280174255
113,secrets,0.75,0.25,0.0,0.3323414921760559
130,constant,0.625,0.0,0.375,0.5685777068138123
143,district,0.5,0.125,0.375,0.6181706786155701
159,spooky,0.625,0.375,0.0,0.46472862362861633
165,mystery,0.75,0.0,0.25,0.5437204241752625
178,murders,0.625,0.375,0.0,0.4724465608596802
180,admirably,0.5,0.0,0.5,0.5043748617172241
182,vile,0.5,0.5,0.0,0.5111665725708008
185,bloody,0.75,0.25,0.0,0.3711688816547394
196,narrative,0.625,0.25,0.125,0.40688514709472656
204,unsympathetic,0.125,0.875,0.0,0.5813328623771667
217,tedious,0.75,0.25,0.0,0.9004650115966797
229,reliable,0.625,0.0,0.375,0.371206134557724
234,unnoticeable,0.375,0.625,0.0,0.5093076825141907
238,effectively,0.625,0.0,0.375,0.7548698782920837
239,nightmarish,0.125,0.625,0.25,0.5646906495094299
262,open-minded,0.875,0.0,0.125,0.45638737082481384
264,fanatics,0.75,0.125,0.125,0.5113834142684937
9,successful,0.375,0.0,0.625,0.4192095100879669
2,stay-at-home,0.375,0.625,0.0,0.41283416748046875
5,filthy,0.125,0.875,0.0,0.5093076825141907
44,win,0.875,0.0,0.125,0.5560700297355652
3,cautiously,0.75,0.25,0.0,0.5093076825141907
11,instantly,0.625,0.375,0.0,0.6030082106590271
16,wide,0.625,0.125,0.25,0.4504877030849457
18,opinions,0.375,0.625,0.0,0.54128098487854
31,distribution,0.75,0.0,0.25,0.821007251739502
36,ingenious,0.375,0.0,0.625,0.6377543210983276
45,unpredictable,0.375,0.625,0.0,0.789901614189148
59,inevitably,0.75,0.0,0.25,0.38617849349975586
71,nifty,0.125,0.0,0.875,0.3135191798210144
76,dreadful,0.375,0.625,0.0,0.435055673122406
77,mediocrity,0.125,0.375,0.5,0.5093076825141907
82,terrific,0.5,0.25,0.25,0.6075115203857422
87,melancholic,0.25,0.75,0.0,0.4574759304523468
104,sublime,0.375,0.0,0.625,0.5093076825141907
107,drunk,0.875,0.0,0.125,0.46322402358055115
108,macho,0.125,0.5,0.375,0.5841765403747559
110,miscalculate,0.75,0.125,0.125,0.5093076825141907
117,impress,0.75,0.125,0.125,0.7932899594306946
130,uninspired,0.125,0.5,0.375,0.35532572865486145
136,idiotic,0.5,0.25,0.25,0.5196636915206909
140,horny,0.375,0.0,0.625,0.3322693705558777
151,maniac,0.875,0.125,0.0,0.4224019944667816
157,ramshackle,0.625,0.375,0.0,0.27369576692581177
168,frigid,0.75,0.25,0.0,0.5093076825141907
169,haughty,0.125,0.25,0.625,0.5268705487251282
187,exclusively,0.5,0.25,0.25,0.33566349744796753
192,offbeat,0.5,0.5,0.0,0.026639310643076897
197,section,0.875,0.0,0.125,0.34099894762039185
204,genuinely,0.375,0.0,0.625,0.4720005989074707
205,horrific,0.125,0.875,0.0,0.29879483580589294
206,excitement,0.0,0.5,0.5,0.642863392829895
218,unsettling,0.75,0.0,0.25,0.6868335008621216
222,faded,0.875,0.0,0.125,0.832075297832489
228,marvelous,0.25,0.0,0.75,0.756290078163147
3,crisp,0.75,0.0,0.25,0.6310707926750183
3,honest,0.625,0.0,0.375,0.5093076825141907
70,indulged,0.875,0.0,0.125,0.5093076825141907
73,frankly,0.625,0.0,0.375,0.6450938582420349
102,wealthy,0.75,0.25,0.0,0.7932789921760559
124,emotions,0.375,0.0,0.625,0.5093076825141907
141,overplays,0.5,0.125,0.375,0.5093076825141907
161,gays,0.875,0.0,0.125,0.4197997450828552
166,winning,0.375,0.375,0.25,0.3804357945919037
173,compassion,0.5,0.5,0.0,0.6113688349723816
174,underdogs,0.25,0.75,0.0,0.5093076825141907
203,thoughts,0.875,0.0,0.125,0.8046650886535645
216,deny,0.125,0.875,0.0,0.7823020219802856
14,likes,0.875,0.0,0.125,0.6241542100906372
18,pet,0.875,0.125,0.0,0.5034815073013306
21,soothe,0.5,0.0,0.5,0.5093076825141907
23,flustered,0.625,0.0,0.375,0.5093076825141907
2,silent,0.5,0.375,0.125,0.327029287815094
16,ho-hum,0.75,0.25,0.0,0.5266866683959961
30,inventive,0.625,0.0,0.375,0.5742010474205017
34,ignored,0.5,0.5,0.0,0.1726677417755127
40,sole,0.25,0.75,0.0,0.5660042762756348
55,criticism,0.5,0.5,0.0,0.3447136878967285
63,fame,0.5,0.25,0.25,0.9164860844612122
73,shortcoming,0.75,0.25,0.0,0.5093076825141907
82,viewed,0.875,0.0,0.125,0.566923201084137
86,available,0.625,0.0,0.375,0.4293113052845001
16,forgive,0.75,0.0,0.25,0.5020316243171692
23,wisecrack,0.875,0.0,0.125,0.5093076825141907
26,mightily,0.625,0.0,0.375,0.2246544063091278
38,focuses,0.875,0.0,0.125,0.408615380525589
44,adapting,0.75,0.0,0.25,0.619276225566864
47,rightly,0.875,0.0,0.125,0.6015891432762146
55,reds,0.625,0.375,0.0,0.5093076825141907
71,portentous,0.0,0.25,0.75,0.5093076825141907
113,fixed,0.875,0.125,0.0,0.2738417983055115
123,losing,0.5,0.5,0.0,0.5499168634414673
133,unlike,0.25,0.625,0.125,0.8241565823554993
165,choppy,0.75,0.25,0.0,0.38551977276802063
174,reduce,0.875,0.0,0.125,0.9088121652603149
178,comprises,0.875,0.0,0.125,0.5093076825141907
183,platitudes,0.875,0.0,0.125,0.21423585712909698
190,startlingly,0.75,0.0,0.25,0.6960802674293518
217,hatred,0.5,0.375,0.125,0.4572979509830475
220,condemning,0.5,0.375,0.125,0.5210644006729126
226,tart,0.75,0.25,0.0,0.5198326706886292
242,harsher,0.375,0.625,0.0,0.5093076825141907
244,tones,0.875,0.125,0.0,0.5093076825141907
251,emotionally,0.875,0.0,0.125,0.5580813884735107
252,frozen,0.625,0.375,0.0,0.5545629858970642
272,understandable,0.75,0.0,0.25,0.7570951581001282
282,required,0.5,0.25,0.25,0.4813998341560364
283,expensive,0.5,0.0,0.5,0.4192681908607483
293,unreasonable,0.25,0.375,0.375,0.42924147844314575
309,grotesquely,0.75,0.0,0.25,0.38299527764320374
310,violent,0.625,0.125,0.25,0.3988493084907532
333,uncanny,0.25,0.75,0.0,0.47735005617141724
336,duplicates,0.75,0.0,0.25,0.5093076825141907
348,wholly,0.5,0.0,0.5,0.2447693794965744
368,affection,0.125,0.25,0.625,0.5154170989990234
2,fault,0.375,0.625,0.0,0.4386570453643799
5,oddities,0.375,0.125,0.5,0.7710522413253784
10,demands,0.75,0.25,0.0,0.5085231065750122
23,prime,0.5,0.25,0.25,0.5234581232070923
57,addictive,0.375,0.625,0.0,0.3805454969406128
64,focused,0.875,0.0,0.125,0.2873416841030121
66,investigating,0.875,0.0,0.125,0.7375710606575012
73,aid,0.75,0.25,0.0,0.4976564049720764
99,engaging,0.125,0.0,0.875,0.6831649541854858
101,pleasing,0.75,0.0,0.25,0.7435473799705505
129,gags,0.625,0.0,0.375,0.3889535665512085
130,innuendo,0.5,0.5,0.0,0.6711534261703491
138,laziness,0.875,0.125,0.0,0.6143277883529663
153,outrageous,0.125,0.875,0.0,0.46192485094070435
165,empathy,0.625,0.25,0.125,0.4716090261936188
171,bitter,0.25,0.25,0.5,0.7777316570281982
193,achieves,0.75,0.125,0.125,0.5045163035392761
210,diversion,0.75,0.0,0.25,0.570909857749939
218,extravagance,0.375,0.0,0.625,0.5093076825141907
224,opposite,0.875,0.125,0.0,0.6511063575744629
11,rare,0.75,0.0,0.25,0.4393673539161682
13,loses,0.5,0.5,0.0,0.3458552658557892
16,betters,0.5,0.0,0.5,0.5093076825141907
29,rules,0.75,0.0,0.25,0.271842360496521
48,amiably,0.75,0.0,0.25,0.8843278884887695
49,fills,0.625,0.375,0.0,0.4883965849876404
38,wondrous,0.25,0.0,0.75,0.41433462500572205
44,poorly,0.375,0.625,0.0,0.6700396537780762
75,inspired,0.875,0.0,0.125,0.5151211619377136
80,well-known,0.875,0.0,0.125,0.7969785928726196
81,personalities,0.875,0.125,0.0,0.4807323217391968
97,essential,0.875,0.0,0.125,0.38009828329086304
124,giants,0.75,0.25,0.0,0.5314047932624817
133,stereotyped,0.75,0.25,0.0,0.4553733766078949
144,venture,0.875,0.0,0.125,0.6624628901481628
156,splendid,0.25,0.125,0.625,0.4327946603298187
14,waste,0.875,0.0,0.125,0.5758731365203857
17,dangerously,0.375,0.375,0.25,0.40701788663864136
1,smug,0.25,0.5,0.25,0.48429223895072937
2,sentimentality,0.625,0.25,0.125,0.05265776067972183
11,deserved,0.125,0.125,0.75,0.3761232793331146
0,raunchy,0.625,0.125,0.25,0.5093076825141907
11,unexplored,0.625,0.25,0.125,0.421494722366333
11,incorrect,0.125,0.75,0.125,0.9681388139724731
18,unrelated,0.25,0.25,0.5,0.5794431567192078
44,realistic,0.5,0.25,0.25,0.5007835030555725
69,adventurous,0.125,0.25,0.625,0.5149044990539551
71,morality,0.0,0.125,0.875,0.5099164247512817
95,terribly,0.75,0.0,0.25,0.7344480156898499
8,stooges,0.875,0.125,0.0,0.7153527140617371
22,friendship,0.875,0.0,0.125,0.48149600625038147
61,antics,0.25,0.25,0.5,0.5389947295188904
63,beloved,0.5,0.0,0.5,0.4336298704147339
64,stooge,0.875,0.125,0.0,0.5093076825141907
0,flawless,0.625,0.375,0.0,0.03551316633820534
4,bounces,0.625,0.125,0.25,0.6983916163444519
4,sexy,0.375,0.0,0.625,0.6014227867126465
1,ambiguity,0.75,0.0,0.25,0.5087511539459229
2,vanity,0.25,0.625,0.125,0.7369532585144043
17,redeems,0.75,0.25,0.0,0.20212188363075256
31,expendable,0.25,0.0,0.75,0.8337124586105347
42,buffoons,0.0,0.556,0.444,0.5093076825141907
46,intelligence,0.5,0.0,0.5,0.7385267019271851
72,farce,0.25,0.25,0.5,0.5848160982131958
2,coyness,0.625,0.0,0.375,0.5093076825141907
4,buddy,0.875,0.0,0.125,0.5897555947303772
0,radical,0.75,0.125,0.125,0.6739441752433777
14,shrewdly,0.875,0.0,0.125,0.5894671082496643
24,demographics,0.875,0.125,0.0,0.5093076825141907
21,guessed,0.875,0.0,0.125,0.5392500758171082
12,pallor,0.375,0.625,0.0,0.5093076825141907
14,slick,0.75,0.0,0.25,0.46394801139831543
28,reckoned,0.875,0.0,0.125,0.5093076825141907
2,hoping,0.75,0.125,0.125,0.6897383332252502
4,calibre,0.375,0.0,0.625,0.3280011713504791
7,stark,0.5,0.0,0.5,0.518643319606781
22,implausible,0.375,0.375,0.25,0.3201458752155304
23,credulity,0.625,0.0,0.375,0.4565563201904297
77,lowest,0.125,0.5,0.375,0.5201994180679321
15,contrived,0.375,0.0,0.625,0.6424729228019714
6,morally,0.5,0.0,0.5,0.06568936258554459
7,repellent,0.125,0.625,0.25,0.5093076825141907
13,stupidest,0.25,0.75,0.0,0.512313187122345
18,mistake,0.375,0.625,0.0,0.9699315428733826
22,capitalize,0.75,0.0,0.25,0.5812757015228271
27,unfunny,0.75,0.25,0.0,0.5233007073402405
43,fresh,0.0,0.625,0.375,0.5878735184669495
44,unique,0.625,0.0,0.375,0.4274882674217224
63,fairness,0.25,0.125,0.625,0.4977480173110962
92,vegas,0.875,0.0,0.125,0.161305770277977
103,misguided,0.0,1.0,0.0,0.5108274817466736
104,chevy,0.875,0.125,0.0,0.6379724144935608
125,peace,0.875,0.0,0.125,0.46569931507110596
10,entirety,0.875,0.0,0.125,0.6837223172187805
15,obese,0.5,0.25,0.25,0.5330502390861511
16,misfit,0.375,0.625,0.0,0.42581117153167725
21,unknown,0.75,0.25,0.0,0.5311073064804077
27,busy,0.625,0.0,0.375,0.5380016565322876
29,skills,0.75,0.0,0.25,0.677309513092041
32,manipulate,0.5,0.5,0.0,0.26379719376564026
34,impressed,0.0,0.5,0.5,0.424008846282959
35,pathologically,0.875,0.0,0.125,0.5093076825141907
37,mentally,0.875,0.0,0.125,0.6646264791488647
39,sexually,0.625,0.0,0.375,0.6666513085365295
41,illiterate,0.5,0.5,0.0,0.5093076825141907
42,laughably,0.875,0.0,0.125,0.6030303239822388
43,gullible,0.25,0.25,0.5,0.6675136089324951
58,daft,0.625,0.375,0.0,0.6713981628417969
69,objectivity,0.5,0.125,0.375,0.7147767543792725
103,criticizing,0.75,0.25,0.0,0.793765127658844
115,qualities,0.625,0.0,0.375,0.39683830738067627
134,smiling,0.875,0.0,0.125,0.5093076825141907
193,talentless,0.625,0.0,0.375,0.3208811283111572
199,smidgen,0.875,0.0,0.125,0.5093076825141907
208,liberal,0.375,0.0,0.625,0.5093076825141907
215,rabid,0.5,0.5,0.0,0.349096417427063
232,embrace,0.875,0.0,0.125,0.5904924869537354
233,demagogue,0.875,0.0,0.125,0.5093076825141907
234,betrayed,0.875,0.125,0.0,0.7154732346534729
6,evidently,0.5,0.0,0.5,0.5390225052833557
22,present,0.875,0.125,0.0,0.42183253169059753
48,puzzle,0.625,0.0,0.375,0.42282503843307495
90,repairing,0.875,0.125,0.0,0.5093076825141907
115,spend,0.875,0.0,0.125,0.5472010374069214
116,idle,0.375,0.625,0.0,0.45258012413978577
175,nearby,0.375,0.625,0.0,0.31747615337371826
177,horrors,0.375,0.25,0.375,0.5251233577728271
180,mom,0.125,0.0,0.875,0.25599145889282227
190,tuned,0.75,0.0,0.25,0.7388747930526733
191,grand,0.75,0.0,0.25,0.935395359992981
196,happily,0.25,0.25,0.5,0.5689997673034668
200,bedside,0.875,0.125,0.0,0.5093076825141907
203,stung,0.125,0.875,0.0,0.5093076825141907
211,remedy,0.75,0.125,0.125,0.5093076825141907
226,unfaithful,0.375,0.625,0.0,0.6173804998397827
230,upscale,0.5,0.0,0.5,0.5093076825141907
232,dud,0.625,0.375,0.0,0.8747456669807434
236,caters,0.875,0.0,0.125,0.5093076825141907
252,unhappy,0.25,0.75,0.0,0.48411235213279724
1,victor,0.75,0.0,0.25,0.549085259437561
26,pause,0.875,0.0,0.125,0.5335754752159119
98,named,0.75,0.0,0.25,0.4438735246658325
103,presbyterians,0.75,0.0,0.25,0.5093076825141907
109,snooze,0.625,0.375,0.0,0.23256678879261017
129,vote,0.875,0.0,0.125,0.6091200113296509
130,lower,0.875,0.125,0.0,0.4539017975330353
172,indoor,0.875,0.0,0.125,0.8818835020065308
189,cramped,0.625,0.25,0.125,0.7930455207824707
195,tenements,0.875,0.0,0.125,0.5093076825141907
222,immigrants,0.875,0.125,0.0,0.7773666381835938
233,criticized,0.75,0.25,0.0,0.44725340604782104
238,jerking,0.75,0.25,0.0,0.5933403372764587
244,necessary,0.375,0.0,0.625,0.7420040369033813
247,spare,0.375,0.625,0.0,0.298604816198349
274,talents,0.625,0.125,0.25,0.5765298008918762
283,unspectacular,0.75,0.25,0.0,0.5093076825141907
20,shriek,0.875,0.0,0.125,0.4686482548713684
24,uncut,0.875,0.125,0.0,0.5706315040588379
31,upset,0.125,0.875,0.0,0.7316709160804749
36,highlight,0.875,0.0,0.125,0.7238529920578003
69,brutal,0.375,0.625,0.0,0.3723726272583008
149,explained,0.75,0.0,0.25,0.28186124563217163
164,buy,0.5,0.0,0.5,0.6248922944068909
173,whatnot,0.875,0.0,0.125,0.18035651743412018
186,unusual,0.25,0.625,0.125,0.29577890038490295
234,forgettable,0.5,0.0,0.5,0.5999996066093445
254,forgiving,0.625,0.0,0.375,0.5093076825141907
260,releases,0.875,0.0,0.125,0.724799633026123
266,slight,0.875,0.125,0.0,0.5151917934417725
269,crud,0.75,0.25,0.0,0.5607261061668396
274,fatherly,0.625,0.0,0.375,0.5093076825141907
17,toxic,0.75,0.25,0.0,0.5661740303039551
23,disfigured,0.125,0.875,0.0,0.48877865076065063
71,promote,0.875,0.0,0.125,0.5093076825141907
122,zero,0.5,0.25,0.25,0.4587198495864868
126,integers,0.75,0.125,0.125,0.5093076825141907
19,topless,0.875,0.0,0.125,0.42426326870918274
37,pinhead,0.625,0.0,0.375,0.30752792954444885
52,terrorizes,0.625,0.25,0.125,0.5093076825141907
59,tortures,0.375,0.625,0.0,0.5093076825141907
99,corny,0.5,0.375,0.125,0.44980666041374207
157,hooks,0.875,0.0,0.125,0.5093076825141907
190,pain,0.25,0.75,0.0,0.5669618248939514
194,dare,0.75,0.25,0.0,0.5171764492988586
219,torture,0.375,0.625,0.0,0.5892293453216553
224,asylum,0.375,0.5,0.125,0.33632367849349976
251,inspect,0.875,0.0,0.125,0.5093076825141907
253,mysterious,0.125,0.375,0.5,0.4806809723377228
284,oblivion,0.875,0.0,0.125,0.7167249917984009
322,thrill,0.5,0.25,0.25,0.5523943901062012
351,cool,0.625,0.125,0.25,0.4606398940086365
367,repetitiveness,0.5,0.5,0.0,0.5093076825141907
376,free,0.625,0.0,0.375,0.53597491979599
1,neatly,0.875,0.125,0.0,0.47629693150520325
3,homily,0.5,0.0,0.5,0.5093076825141907
4,monosyllabic,0.5,0.25,0.25,0.5093076825141907
5,minimum,0.875,0.125,0.0,0.42506420612335205
0,notable,0.625,0.0,0.375,0.10780786722898483
7,please,0.375,0.0,0.625,0.5044769048690796
65,vanishings,0.875,0.125,0.0,0.5093076825141907
66,buck,0.5,0.5,0.0,0.3046289086341858
109,roads,0.75,0.25,0.0,0.49567052721977234
113,wrecks,0.25,0.75,0.0,0.5374051928520203
115,rapture,0.625,0.125,0.25,0.3495495021343231
51,ben,0.875,0.0,0.125,0.48851144313812256
56,breathtaking,0.5,0.25,0.25,0.5325813889503479
71,nude,0.375,0.125,0.5,0.4012368619441986
89,supportive,0.875,0.0,0.125,0.8050289750099182
125,wept,0.25,0.75,0.0,0.5093076825141907
29,fake,0.25,0.75,0.0,0.45931270718574524
78,glad,0.25,0.625,0.125,0.553563117980957
31,clarify,0.75,0.0,0.25,0.1185947135090828
63,indie,0.375,0.625,0.0,0.4908144474029541
70,accolades,0.5,0.0,0.5,0.5879194736480713
80,contract,0.75,0.0,0.25,0.5416297912597656
103,wanting,0.75,0.0,0.25,0.47116488218307495
115,believed,0.875,0.0,0.125,0.546384871006012
163,apostrophe,0.75,0.25,0.0,0.5093076825141907
186,greater,0.25,0.25,0.5,0.5303720235824585
197,eager,0.125,0.25,0.625,0.4798588752746582
210,focus,0.875,0.0,0.125,0.7047296762466431
230,uncorrected,0.25,0.75,0.0,0.5093076825141907
231,duplication,0.875,0.125,0.0,0.5093076825141907
276,lend,0.25,0.25,0.5,0.3292785584926605
277,credibility,0.25,0.375,0.375,0.35569268465042114
288,believes,0.875,0.0,0.125,0.4033409655094147
368,promising,0.25,0.0,0.75,0.5705807209014893
383,claims,0.875,0.0,0.125,0.5994828343391418
403,awaiting,0.75,0.25,0.0,0.6600205898284912
414,virgin,0.875,0.125,0.0,0.42803266644477844
10,cad,0.0,1.0,0.0,0.37606194615364075
41,baddies,0.75,0.25,0.0,0.5093076825141907
45,deadly,0.5,0.5,0.0,0.2627018094062805
48,pals,0.875,0.0,0.125,0.5137234926223755
76,con,0.875,0.125,0.0,0.5357525944709778
96,smashes,0.5,0.0,0.5,0.523004412651062
98,goldeneye,0.875,0.125,0.0,0.7273547649383545
52,jokes,0.625,0.0,0.375,0.5284604430198669
57,insinuation,0.5,0.5,0.0,0.5093076825141907
82,arachnid,0.625,0.25,0.125,0.5093076825141907
107,demanding,0.75,0.25,0.0,0.6604716777801514
122,meaningful,0.875,0.0,0.125,0.45205599069595337
136,appreciation,0.5,0.0,0.5,0.4801372289657593
13,strives,0.875,0.125,0.0,0.520681619644165
11,speechless,0.375,0.625,0.0,0.5253579616546631
48,wish,0.5,0.0,0.5,0.7126182317733765
76,warning,0.875,0.125,0.0,0.619320273399353
148,burn,0.875,0.125,0.0,0.5169389247894287
155,wash,0.875,0.125,0.0,0.5706791281700134
2,demonic,0.0,0.875,0.125,0.5570002794265747
4,assumed,0.625,0.375,0.0,0.5612705945968628
7,assume,0.625,0.375,0.0,0.5050305128097534
53,sticker,0.875,0.0,0.125,0.5093076825141907
108,ache,0.25,0.5,0.25,0.5037142038345337
128,danger,0.25,0.625,0.125,0.6403432488441467
153,stunningly,0.75,0.0,0.25,0.632115364074707
174,horribly,0.25,0.75,0.0,0.5937018394470215
177,knows,0.375,0.0,0.625,0.7558766007423401
196,summary,0.875,0.125,0.0,0.3778402805328369
200,faint,0.25,0.75,0.0,0.5093076825141907
228,dumb,0.75,0.25,0.0,0.14118579030036926
242,pun,0.75,0.25,0.0,0.44851401448249817
255,inclined,0.375,0.125,0.5,0.37658753991127014
2,training,0.875,0.0,0.125,0.4589669108390808
4,ogling,0.625,0.25,0.125,0.5093076825141907
29,defying,0.875,0.125,0.0,0.5599557161331177
7,dash,0.625,0.0,0.375,0.3985404372215271
66,sensual,0.875,0.0,0.125,0.4826260805130005
67,exalted,0.25,0.0,0.75,0.5093076825141907
90,careless,0.5,0.5,0.0,0.5711764693260193
94,gentile,0.875,0.125,0.0,0.5093076825141907
2,repartee,0.625,0.375,0.0,0.5093076825141907
9,worthwhile,0.625,0.0,0.375,0.4943281412124634
8,crack,0.875,0.0,0.125,0.5756601095199585
17,hokey,0.875,0.0,0.125,0.5220503807067871
19,skill,0.75,0.0,0.25,0.8182578682899475
82,grim,0.25,0.75,0.0,0.8668076395988464
21,zone,0.875,0.125,0.0,0.08460499346256256
48,voting,0.875,0.0,0.125,0.5606085062026978
85,unrealistic,0.25,0.75,0.0,0.6210615634918213
38,executed,0.875,0.0,0.125,0.522194504737854
45,retarded,0.625,0.375,0.0,0.5695371031761169
50,supported,0.625,0.125,0.25,0.8077255487442017
53,uneducated,0.0,0.75,0.25,0.6264212131500244
15,misery,0.375,0.375,0.25,0.23954737186431885
17,charms,0.5,0.0,0.5,0.4332504868507385
23,fat,0.875,0.0,0.125,0.5258862972259521
31,torment,0.625,0.0,0.375,0.4579748809337616
45,blend,0.875,0.0,0.125,0.6034756898880005
54,bothers,0.875,0.125,0.0,0.6453496217727661
56,imagine,0.5,0.5,0.0,0.846950113773346
94,naked,0.375,0.125,0.5,0.8015721440315247
106,misogyny,0.625,0.375,0.0,0.055807359516620636
109,valid,0.875,0.0,0.125,0.7273281812667847
127,inflicts,0.375,0.625,0.0,0.5093076825141907
143,unkind,0.125,0.375,0.5,0.5093076825141907
158,nasty,0.125,0.875,0.0,0.513780415058136
161,keen,0.875,0.0,0.125,0.2952856719493866
163,hurting,0.25,0.75,0.0,0.5093076825141907
190,sadistic,0.25,0.25,0.5,0.37947916984558105
191,behavior,0.75,0.0,0.25,0.2598397135734558
196,degree,0.75,0.25,0.0,0.5093076825141907
205,guessing,0.625,0.25,0.125,0.6775652170181274
38,mysteriously,0.75,0.0,0.25,0.7019354104995728
39,disappears,0.5,0.5,0.0,0.35788872838020325
99,immortality,0.375,0.375,0.25,0.41815704107284546
109,reanimates,0.75,0.0,0.25,0.5093076825141907
125,growling,0.75,0.25,0.0,0.5564367771148682
141,contacts,0.625,0.0,0.375,0.5101631283760071
143,assistance,0.5,0.0,0.5,0.4744212329387665
191,reanimated,0.375,0.125,0.5,0.5093076825141907
245,ill-conceived,0.375,0.375,0.25,0.5016328692436218
269,rumblings,0.625,0.375,0.0,0.5093076825141907
272,merits,0.25,0.0,0.75,0.5209970474243164
